Nue,Np,PtdBm,R,pCol
85,5,-10,2500,0.148327
86,5,-10,2500,0.14805
87,5,-10,2500,0.147477
88,5,-10,2500,0.147298
89,5,-10,2500,0.147284
90,5,-10,2500,0.146599
91,5,-10,2500,0.146368
92,5,-10,2500,0.146186
93,5,-10,2500,0.144443
94,5,-10,2500,0.146158
95,5,-10,2500,0.145591
96,5,-10,2500,0.144531
97,5,-10,2500,0.144804
98,5,-10,2500,0.145049
99,5,-10,2500,0.144879
100,5,-10,2500,0.144479
101,5,-10,2500,0.143903
102,5,-10,2500,0.143804
103,5,-10,2500,0.14327
104,5,-10,2500,0.143871
105,5,-10,2500,0.14279
106,5,-10,2500,0.142386
107,5,-10,2500,0.142195
108,5,-10,2500,0.142555
109,5,-10,2500,0.142475
110,5,-10,2500,0.142441
11,10,-10,2500,0.026199
12,10,-10,2500,0.046508
13,10,-10,2500,0.06218
14,10,-10,2500,0.075064
15,10,-10,2500,0.085236
16,10,-10,2500,0.094137
17,10,-10,2500,0.100692
18,10,-10,2500,0.106887
19,10,-10,2500,0.112158
20,10,-10,2500,0.116395
21,10,-10,2500,0.119677
22,10,-10,2500,0.123122
23,10,-10,2500,0.12521
24,10,-10,2500,0.127549
25,10,-10,2500,0.130004
26,10,-10,2500,0.131669
27,10,-10,2500,0.134081
28,10,-10,2500,0.133989
29,10,-10,2500,0.136705
30,10,-10,2500,0.136945
31,10,-10,2500,0.138394
32,10,-10,2500,0.138975
33,10,-10,2500,0.139775
34,10,-10,2500,0.140227
35,10,-10,2500,0.140129
36,10,-10,2500,0.140873
37,10,-10,2500,0.140914
38,10,-10,2500,0.14172
39,10,-10,2500,0.141871
40,10,-10,2500,0.142192
41,10,-10,2500,0.141972
42,10,-10,2500,0.142291
43,10,-10,2500,0.14294
44,10,-10,2500,0.142997
45,10,-10,2500,0.142729
46,10,-10,2500,0.143593
47,10,-10,2500,0.142514
48,10,-10,2500,0.14288
49,10,-10,2500,0.143214
50,10,-10,2500,0.14268
51,10,-10,2500,0.14269
52,10,-10,2500,0.142865
53,10,-10,2500,0.142391
54,10,-10,2500,0.143251
55,10,-10,2500,0.142695
56,10,-10,2500,0.143059
57,10,-10,2500,0.142751
58,10,-10,2500,0.141983
59,10,-10,2500,0.142508
60,10,-10,2500,0.142076
61,10,-10,2500,0.142196
62,10,-10,2500,0.14228
63,10,-10,2500,0.14151
64,10,-10,2500,0.142014
65,10,-10,2500,0.14174
66,10,-10,2500,0.14177
67,10,-10,2500,0.141851
68,10,-10,2500,0.140666
69,10,-10,2500,0.141229
70,10,-10,2500,0.140796
71,10,-10,2500,0.141222
72,10,-10,2500,0.140881
73,10,-10,2500,0.141359
74,10,-10,2500,0.140128
75,10,-10,2500,0.140246
76,10,-10,2500,0.140523
77,10,-10,2500,0.139948
78,10,-10,2500,0.140336
79,10,-10,2500,0.139358
80,10,-10,2500,0.139358
81,10,-10,2500,0.139424
82,10,-10,2500,0.140108
83,10,-10,2500,0.138935
84,10,-10,2500,0.138786
85,10,-10,2500,0.139222
86,10,-10,2500,0.138192
87,10,-10,2500,0.13916
88,10,-10,2500,0.1381
89,10,-10,2500,0.138475
90,10,-10,2500,0.138508
91,10,-10,2500,0.13818
92,10,-10,2500,0.138034
93,10,-10,2500,0.137379
94,10,-10,2500,0.137827
95,10,-10,2500,0.137739
96,10,-10,2500,0.137097
97,10,-10,2500,0.136377
98,10,-10,2500,0.136672
99,10,-10,2500,0.13716
100,10,-10,2500,0.136621
101,10,-10,2500,0.136289
102,10,-10,2500,0.136479
103,10,-10,2500,0.136355
104,10,-10,2500,0.135619
105,10,-10,2500,0.136602
106,10,-10,2500,0.135286
107,10,-10,2500,0.136414
108,10,-10,2500,0.135389
109,10,-10,2500,0.134481
110,10,-10,2500,0.134858
